322 340
-0.109 0.063682 0.330268
-0.0885861 0.0417203 0.343088
-0.0714338 0.0170953 0.351879
-0.0573952 -0.00935958 0.35705
-0.0463217 -0.0368111 0.35901
-0.038065 -0.064426 0.358169
-0.0324768 -0.0913709 0.354935
-0.0294086 -0.116813 0.349717
-0.0209105 -0.154 0.346438
-0.00665214 -0.170911 0.355947
0.0084883 -0.182952 0.36811
0.0196326 -0.205529 0.372794
0.0219027 -0.254049 0.359867
0.0169526 -0.281373 0.346352
0.000170478 -0.309252 0.321296
-0.0355809 -0.331015 0.279861
-0.0974389 -0.339992 0.217213
-0.444885 -0.0587539 0.571512
-0.410763 -0.0867176 0.594894
-0.379625 -0.123794 0.612299
-0.356279 -0.166475 0.620273
-0.345533 -0.21125 0.615361
-0.325249 -0.232803 0.627509
-0.319952 -0.262003 0.622533
-0.324233 -0.293268 0.607586
-0.332685 -0.321018 0.589824
-0.339901 -0.339671 0.576401
-0.347659 -0.373012 0.557266
-0.36924 -0.402372 0.526236
-0.40027 -0.424481 0.4886
-0.436374 -0.436069 0.449642
-0.31166 -0.0873224 0.510006
-0.280742 -0.109261 0.532255
-0.263108 -0.134922 0.540306
-0.254932 -0.165526 0.537455
-0.193348 -0.1469 0.519993
-0.16467 -0.119122 0.504698
-0.139846 -0.0871532 0.484057
-0.121147 -0.0526996 0.458462
-0.110839 -0.0174669 0.428307
-0.111193 0.016839 0.393984
-0.124477 0.0485124 0.355886
-0.152961 0.0758475 0.314406
-0.558 -0.223758 0.643478
-0.507227 -0.224817 0.6486
-0.449358 -0.222393 0.6438
-0.392693 -0.217524 0.63181
-0.316018 -0.205668 0.600195
-0.285089 -0.19866 0.580829
-0.253101 -0.190438 0.557889
-0.22041 -0.181217 0.531999
-0.187372 -0.171208 0.503784
-0.154341 -0.160625 0.47387
-0.121674 -0.149681 0.442881
-0.0897261 -0.138589 0.411443
-0.0588524 -0.127562 0.38018
0.224781 -0.023476 0.0868351
0.462713 0.0630626 -0.155218
0.117639 0.175337 0.0500365
0.166995 0.142301 0.0868429
0.204051 0.0983991 0.107954
0.226071 0.0440966 0.110906
0.0812841 0.19718 0.000221129
0.106078 0.199815 -0.00711217
0.132657 0.204592 -0.0209082
0.160574 0.211159 -0.0400753
0.189386 0.219161 -0.0635217
0.218648 0.228244 -0.0901558
0.247914 0.238056 -0.118886
0.276742 0.248241 -0.14862
0.304685 0.258446 -0.178267
0.331299 0.268318 -0.206735
0.938201 -0.18091 0.217559
0.863408 -0.205089 0.284599
0.806182 -0.220202 0.325459
0.762157 -0.227872 0.344741
0.726963 -0.229723 0.347048
0.696231 -0.227377 0.336984
0.665592 -0.222459 0.319151
0.630678 -0.216592 0.298152
0.587121 -0.211399 0.27859
0.53055 -0.208505 0.265068
0.456599 -0.209531 0.262188
0.414817 -0.213783 0.271687
0.375303 -0.221945 0.293123
0.337066 -0.232567 0.322044
0.299115 -0.244199 0.353993
0.260459 -0.255393 0.384518
0.220106 -0.264698 0.409164
0.177065 -0.270666 0.423476
0.130345 -0.271846 0.423
0.0789547 -0.266791 0.403282
-0.74329 -0.419794 0.79377
-0.703631 -0.421991 0.803276
-0.661074 -0.420214 0.800801
-0.616309 -0.414979 0.787874
-0.570023 -0.406798 0.766023
-0.522906 -0.396185 0.7367769
-0.475647 -0.383652 0.7016639
-0.428933 -0.369713 0.662211
-0.383455 -0.354882 0.619947
-0.29868 -0.324793 0.536562
-0.25814 -0.310263 0.502307
-0.218457 -0.296472 0.473154
-0.17981 -0.283815 0.448624
-0.142375 -0.272685 0.428236
-0.095547 -0.263209 0.409477
-0.0631113 -0.262385 0.403289
-0.0376619 -0.264435 0.399644
-0.0117925 -0.263582 0.388513
0.0458466 -0.241745 0.331989
0.0593539 -0.228426 0.308929
0.0660337 -0.213577 0.288928
0.069495 -0.196682 0.270227
0.0733468 -0.177226 0.251067
0.0811983 -0.154693 0.22969
0.0966583 -0.128568 0.204337
0.123336 -0.09833319 0.17325
0.164841 -0.0634746 0.134669
0.910626 -0.133771 0.207545
0.845145 -0.0827373 0.162343
0.745902 -0.0308762 0.0848691
0.617043 0.018746 -0.021957
0.453329 0.143414 -0.135417
0.430453 0.199448 -0.137223
0.399127 0.235832 -0.154081
0.364395 0.257233 -0.179437
0.325679 0.341268 -0.186235
0.320229 0.402873 -0.169681
0.3077 0.456578 -0.162714
-0.250733 0.11311 0.210238
-0.274898 0.107247 0.185667
-0.295555 0.0960713 0.162688
-0.31285 0.0804924 0.141453
-0.326929 0.0614211 0.122117
-0.337936 0.0397679 0.104831
-0.346016 0.0164434 0.0897494
-0.351317 -0.007642121 0.0770246
-0.353982 -0.0315781 0.0668097
-0.362333 -0.0643407 0.0488449
-0.377589 -0.0735007 0.0326272
-0.394061 -0.0772404 0.0172365
-0.406054 -0.0937417 0.00175306
-0.407879 -0.141187 -0.0147432
-0.402756 -0.171156 -0.0194778
-0.386203 -0.207789 -0.0154782
-0.350677 -0.24827 0.00521455
-0.288637 -0.289783 0.0505593
-0.509363 -0.0418217 0.515311
-0.543007 -0.0519898 0.479627
-0.573315 -0.0729305 0.443474
-0.595487 -0.103658 0.411772
-0.604725 -0.143185 0.389442
-0.624396 -0.154246 0.366765
-0.628534 -0.180968 0.353564
-0.622864 -0.214846 0.347291
-0.61311 -0.247377 0.345398
-0.604995 -0.270056 0.345337
-0.596415 -0.307687 0.340443
-0.575183 -0.34829 0.346731
-0.545059 -0.386459 0.362398
-0.509804 -0.416786 0.385639
-0.471233 -0.0454178 0.370917
-0.501871 -0.0511914 0.339512
-0.5188 -0.0677761 0.317438
-0.525791 -0.0943968 0.301367
-0.509411 -0.0639009 0.244504
-0.48935 -0.0338597 0.221698
-0.462586 -0.00240024 0.202748
-0.429794 0.0283525 0.189437
-0.391643 0.0562734 0.18355
-0.348808 0.0792375 0.186872
-0.301959 0.0951198 0.201188
-0.25177 0.101795 0.228281
-0.615239 -0.208727 0.593587
-0.625177 -0.193843 0.545793
-0.625318 -0.176185 0.490428
-0.617792 -0.158412 0.435607
-0.591429 -0.133344 0.360139
-0.573852 -0.122829 0.329135
-0.552619 -0.111784 0.296821
-0.528352 -0.10035 0.263588
-0.501676 -0.0886702 0.229828
-0.473214 -0.0768875 0.195931
-0.443591 -0.0651444 0.16229
-0.413428 -0.0535834 0.129295
-0.383351 -0.0423471 0.0973379
-0.100387 0.0619145 -0.19659
0.132923 0.149667 -0.442672
-0.000467359 0.206352 -0.0529082
-0.04903 0.19903 -0.101451
-0.0844766 0.174168 -0.143535
-0.104314 0.130857 -0.177066
0.0565048 0.203687 -0.0213772
0.0621243 0.211357 -0.0454239
0.0744452 0.219879 -0.071647
0.0923361 0.229078 -0.0995534
0.114666 0.238783 -0.12865
0.140302 0.248818 -0.158444
0.168115 0.259011 -0.188442
0.196972 0.269189 -0.21815
0.225742 0.279177 -0.247076
0.253293 0.288803 -0.274727
-0.337048 0.153976 -0.893985
-0.400894 0.126922 -0.817402
-0.438825 0.106742 -0.759725
-0.455285 0.0918335 -0.716416
-0.454719 0.0805923 -0.682939
-0.441573 0.0714151 -0.654757
-0.42029 0.0626985 -0.627335
-0.395317 0.0528389 -0.596134
-0.371097 0.0402329 -0.55662
-0.352076 0.023277 -0.504255
-0.342698 0.000367842 -0.434502
-0.34906 -0.0131859 -0.394131
-0.368138 -0.0267142 -0.354881
-0.395176 -0.0402767 -0.3162
-0.425419 -0.0539331 -0.277531
-0.454111 -0.0677432 -0.238322
-0.476498 -0.0817665 -0.198016
-0.487823 -0.0960629 -0.15606
-0.483332 -0.110692 -0.111899
-0.458269 -0.125713 -0.064978
-0.806341 -0.403237 0.738813
-0.819051 -0.391681 0.702672
-0.819142 -0.378705 0.663024
-0.808263 -0.364571 0.620561
-0.788063 -0.34954 0.575974
-0.760192 -0.333872 0.529952
-0.726301 -0.317829 0.483186
-0.688038 -0.301671 0.436368
-0.647052 -0.28566 0.390188
-0.566606 -0.254435 0.30303
-0.533576 -0.237932 0.262229
-0.505542 -0.221082 0.222923
-0.482143 -0.204421 0.185102
-0.463018 -0.188482 0.148755
-0.4468 -0.170969 0.103315
-0.443703 -0.16244 0.0715546
-0.443201 -0.157938 0.0461647
-0.434768 -0.152506 0.0198353
-0.380013 -0.129912 -0.0392021
-0.35547 -0.119491 -0.0526434
-0.332765 -0.108851 -0.058676
-0.310409 -0.0969176 -0.0609086
-0.286918 -0.0826192 -0.0629498
-0.260804 -0.0648821 -0.0684083
-0.23058 -0.0426332 -0.080893
-0.194761 -0.0147996 -0.104012
-0.151858 0.019692 -0.141375
-0.311381 0.187134 -0.857591
-0.247499 0.204196 -0.790037
-0.149454 0.204248 -0.695549
-0.0212965 0.186377 -0.578352
0.138003 0.22622 -0.410264
0.157961 0.271006 -0.374735
0.187416 0.291429 -0.338615
0.220987 0.294893 -0.304435
0.253145 0.360316 -0.249458
0.253815 0.420314 -0.227569
0.262303 0.4685 -0.202283
60 61
61 62
62 63
63 64
64 65
65 66
66 67
67 68
12 103
102 103
101 102
100 101
99 100
98 99
97 98
96 97
191 192
192 193
193 194
194 195
195 196
196 197
197 198
198 199
12 234
233 234
232 233
231 232
230 231
229 230
228 229
227 228
14 15
15 16
16 17
17 18
18 19
19 20
20 21
21 22
22 23
23 24
123 124
124 125
125 126
126 127
127 128
128 129
129 130
130 131
131 132
254 255
255 256
256 257
257 258
258 259
259 260
260 261
261 262
262 263
68 116
115 116
114 115
113 114
112 113
111 112
110 111
109 110
108 109
82 108
199 247
246 247
245 246
244 245
243 244
242 243
241 242
240 241
239 240
213 239
178 179
177 178
176 177
175 176
174 175
173 174
172 173
171 172
73 171
309 310
308 309
307 308
306 307
305 306
304 305
303 304
302 303
204 302
73 152
151 152
150 151
149 150
148 149
147 148
146 147
145 146
144 145
143 144
142 143
141 142
140 141
139 140
138 139
137 138
136 137
135 136
134 135
133 134
204 283
282 283
281 282
280 281
279 280
278 279
277 278
276 277
275 276
274 275
273 274
272 273
271 272
270 271
269 270
268 269
267 268
266 267
265 266
264 265
0 59
58 59
57 58
56 57
55 56
54 55
53 54
52 53
51 52
50 51
29 30
30 31
31 32
32 33
33 34
34 35
35 36
36 37
37 38
38 39
87 161
160 161
159 160
158 159
157 158
156 157
155 156
154 155
153 154
50 153
218 292
291 292
290 291
289 290
288 289
287 288
286 287
285 286
284 285
50 284
49 50
48 49
47 48
46 47
45 46
44 45
43 44
42 43
41 42
40 41
24 25
25 26
26 27
27 28
28 29
24 190
189 190
188 189
132 187
186 187
185 186
184 185
118 184
118 183
182 183
181 182
180 181
133 180
29 264
29 133
12 13
13 14
117 118
68 117
199 248
248 249
319 320
320 321
24 321
263 319
132 188
72 73
71 72
70 71
69 70
68 69
203 204
202 203
201 202
200 201
199 200
264 311
311 312
312 313
313 314
249 314
249 315
315 316
316 317
317 318
263 318
14 119
119 120
120 121
121 122
117 122
14 250
250 251
251 252
252 253
248 253
39 40
204 301
300 301
299 300
298 299
297 298
296 297
295 296
294 295
293 294
218 293
73 170
169 170
168 169
167 168
166 167
165 166
164 165
163 164
162 163
87 162
40 222
221 222
220 221
219 220
218 219
217 218
216 217
215 216
214 215
213 214
40 91
90 91
89 90
88 89
87 88
86 87
85 86
84 85
83 84
82 83
204 205
205 206
206 207
207 208
39 208
73 74
74 75
75 76
76 77
39 77
0 1
1 2
2 3
3 4
4 5
0 104
104 105
105 106
106 107
82 107
0 235
235 236
236 237
237 238
213 238
5 209
209 210
210 211
211 212
212 213
5 78
78 79
79 80
80 81
81 82
5 6
6 7
7 8
8 9
9 10
10 11
11 12
94 95
93 94
92 93
7 92
225 226
224 225
223 224
7 223
